109	807	4	10
71	2	10	0	2	12	2	14	2	53	2	46	2	54	2	65	2	33	2	34	2	50	2	
72	3	10	15	3	36	2	3	3	39	3	7	3	34	3	42	3	8	2	30	2	54	3	
73	1	10	0	1	36	1	15	0	12	2	8	1	52	1	19	0	2	1	34	0	39	1	
74	1	10	36	1	24	1	38	1	30	1	34	1	85	1	43	1	28	1	21	1	19	1	
75	3	10	0	3	51	3	55	3	22	3	39	3	33	3	16	3	4	3	42	3	14	3	
76	3	10	67	3	36	2	31	3	14	3	2	3	21	3	16	3	12	3	15	3	43	3	
77	3	10	10	2	49	2	33	3	51	3	46	3	15	3	22	3	12	3	62	3	27	3	
78	3	10	0	3	15	3	19	2	20	3	9	3	29	2	42	3	8	3	28	2	21	3	
79	2	10	10	2	69	2	55	2	22	2	27	2	21	3	43	2	19	2	59	2	15	2	
80	1	10	15	0	1	1	19	1	17	0	86	0	4	0	8	1	24	0	52	0	57	1	
81	1	10	11	1	84	0	66	0	30	0	0	1	76	0	38	1	40	1	36	1	14	1	
82	2	10	39	2	60	2	2	2	8	2	19	2	21	2	34	3	68	2	28	2	87	2	
83	0	10	76	1	88	0	1	1	15	0	25	0	12	1	9	0	10	0	19	0	20	0	
84	0	10	0	0	21	0	39	0	55	1	13	0	15	0	16	0	34	0	19	0	24	0	
85	1	10	10	1	26	1	19	1	30	1	12	1	8	1	42	1	60	1	72	1	2	1	
86	0	10	62	0	57	1	11	0	33	0	26	0	19	0	72	0	24	0	15	0	25	1	
87	1	10	13	1	42	1	0	1	38	1	30	1	7	1	27	1	68	1	15	0	33	1	
88	1	10	15	0	0	1	9	0	18	1	36	1	8	1	50	1	54	1	20	1	41	1	
89	0	10	47	0	15	0	34	0	30	0	57	0	60	0	12	0	21	1	58	0	33	0	
90	1	10	49	1	47	1	89	0	48	0	12	0	3	0	76	0	35	0	0	0	2	0	
91	1	10	80	1	55	1	21	0	2	1	4	1	30	1	29	1	34	1	28	2	19	1	
92	0	10	13	0	34	1	8	0	33	1	4	1	22	0	57	1	12	1	46	0	42	1	
93	2	10	60	3	11	2	76	3	55	2	46	3	38	2	9	3	52	3	33	3	19	3	
94	3	10	76	3	12	3	14	2	22	3	56	3	34	3	50	3	30	3	44	2	9	3	
95	1	10	0	0	9	1	66	1	12	1	2	1	21	1	8	0	43	1	1	1	19	0	
96	2	10	47	2	82	3	2	2	48	2	34	3	9	3	24	3	14	2	4	2	18	2	
97	1	10	36	0	0	1	14	1	9	0	89	1	38	1	42	1	61	0	30	0	16	1	
98	2	10	11	2	67	2	78	2	34	2	14	2	2	2	43	2	7	2	54	2	57	2	
99	0	10	12	0	34	0	36	0	2	1	35	0	21	1	56	1	20	0	72	0	19	0	
100	0	10	0	0	48	0	3	0	9	0	55	1	12	1	60	0	2	1	25	1	33	0	
101	2	10	74	0	54	2	35	2	34	2	26	2	2	2	16	2	22	2	46	2	33	2	
102	1	10	0	1	30	1	14	1	49	1	8	1	59	1	26	1	33	1	27	0	72	0	
103	1	10	48	1	30	3	39	1	12	1	60	1	61	1	15	0	20	1	24	1	54	1	
104	2	10	9	3	21	2	13	2	55	2	24	2	5	2	19	2	65	2	71	3	41	3	
105	1	10	10	0	33	1	55	1	21	1	52	1	19	1	28	1	57	1	30	1	8	1	
106	3	10	60	3	55	2	54	3	0	3	42	3	36	2	53	3	8	3	2	2	41	3	
107	3	10	10	3	4	2	52	3	2	2	33	3	39	2	21	2	40	3	19	2	35	2	
108	0	10	12	3	11	0	39	0	52	0	16	1	19	1	8	0	35	0	41	0	24	0	
109	1	10	77	3	39	1	33	1	1	1	2	0	46	1	43	0	14	1	34	0	20	1	
110	2	10	0	3	55	2	54	2	34	2	21	2	60	2	44	3	20	2	8	2	2	2	
111	3	10	12	3	34	2	2	2	75	3	26	3	9	3	40	2	14	3	59	3	21	3	
112	0	10	49	0	10	0	35	0	16	0	12	0	40	1	4	0	20	0	8	0	19	0	
113	3	10	22	3	0	3	1	3	11	3	36	2	51	3	2	3	19	3	72	3	53	3	
114	2	10	12	3	11	2	21	2	5	2	22	2	46	2	35	2	24	2	13	2	19	2	
115	2	10	0	2	2	2	12	2	40	2	53	2	11	2	50	2	8	3	52	2	19	2	
116	3	10	0	3	34	2	11	3	39	3	12	3	13	2	60	0	22	3	46	3	16	3	
117	2	10	48	2	11	3	12	2	46	3	62	2	39	2	8	2	5	3	27	3	16	3	
118	2	10	22	3	15	2	33	3	0	3	19	3	52	3	7	3	24	3	27	3	28	2	
119	0	10	36	0	30	0	31	1	66	0	38	0	33	0	15	0	34	0	8	0	11	0	
120	0	10	24	2	30	0	44	0	28	0	34	0	9	0	8	0	27	0	62	0	46	0	
121	0	10	71	0	35	0	39	0	13	1	33	0	36	0	9	0	46	0	12	1	41	0	
122	2	10	74	0	21	2	4	2	42	2	24	2	27	2	19	2	40	2	71	2	46	2	
123	2	10	1	3	15	2	25	2	51	2	49	2	36	2	34	2	2	2	30	2	20	2	
124	2	10	22	3	24	2	0	2	18	2	35	3	34	2	39	3	55	2	8	3	20	3	
125	0	10	80	0	0	0	14	0	21	2	15	0	38	0	49	0	29	0	27	1	46	0	
126	2	10	10	2	15	2	0	3	38	3	18	2	46	3	8	3	54	2	65	2	21	2	
127	3	10	30	3	90	3	34	3	2	2	19	2	15	3	57	2	39	3	7	3	24	3	
128	3	10	1	3	0	3	12	3	43	3	34	3	11	3	19	3	27	3	46	3	2	3	
129	2	10	30	2	15	2	11	2	12	2	34	2	33	2	8	2	46	2	22	2	7	2	
130	1	10	38	0	16	0	12	0	30	0	15	0	8	1	41	0	35	0	54	1	21	0	
131	0	10	89	0	71	0	48	0	4	2	56	0	30	0	57	0	33	0	58	0	27	0	
132	1	10	21	1	56	1	51	1	61	0	16	1	7	1	54	1	35	1	34	1	27	0	
133	1	10	82	1	15	1	60	1	75	1	2	1	34	1	30	1	42	1	11	1	62	1	
134	3	10	91	3	15	3	24	3	4	3	57	2	20	3	8	3	46	3	12	3	60	2	
135	2	10	11	2	34	2	2	3	24	2	52	3	1	2	4	2	30	2	33	2	57	2	
136	1	10	12	0	39	1	4	0	36	1	8	1	62	1	20	1	24	0	10	0	2	1	
137	3	10	36	2	1	3	34	3	49	3	26	3	9	3	33	3	20	3	22	3	43	3	
138	2	10	10	2	13	2	36	2	39	2	18	2	34	0	28	0	33	2	2	2	54	2	
139	3	10	34	3	14	2	2	3	15	3	41	3	72	3	27	3	57	2	54	3	65	3	
140	0	10	10	0	36	1	12	1	7	0	27	1	9	1	40	0	52	1	30	1	33	1	
141	3	10	23	3	79	3	36	2	30	3	43	3	34	3	53	3	8	2	19	2	2	2	
142	2	10	0	2	9	2	51	2	36	2	15	2	85	2	21	2	8	2	20	2	19	2	
143	0	10	76	0	49	0	55	0	2	0	89	1	16	0	43	0	12	0	30	0	33	0	
144	1	10	15	0	89	1	36	1	35	1	33	1	18	1	16	1	22	1	2	1	12	1	
145	0	10	1	0	31	0	21	0	8	0	16	0	38	0	12	0	30	0	15	0	28	0	
146	1	10	1	1	36	1	39	1	14	1	75	1	8	1	2	1	20	1	4	1	21	1	
147	3	10	0	3	36	2	2	3	39	3	1	3	76	3	75	3	46	3	60	2	4	3	
148	2	10	0	2	39	3	2	2	50	2	42	3	19	2	8	2	34	3	28	2	21	2	
149	3	10	39	3	54	2	34	3	33	3	22	3	42	2	19	2	52	2	11	3	50	3	
150	3	10	48	3	15	2	33	3	12	3	18	3	40	3	8	3	34	3	50	3	62	3	
151	3	10	10	3	35	3	67	3	24	3	30	3	14	3	12	3	2	2	33	3	87	3	
152	1	10	34	1	55	0	26	1	24	0	52	1	36	1	5	1	42	1	8	1	2	1	
153	2	10	9	2	10	2	39	2	40	2	33	3	26	2	14	2	20	2	62	3	50	3	
154	0	10	89	0	55	1	60	0	52	0	21	1	20	0	42	0	33	0	54	0	19	0	
155	2	10	0	3	3	3	39	3	9	3	21	2	22	3	1	3	14	2	60	2	2	2	
156	2	10	55	2	30	2	24	3	0	2	38	2	2	2	21	2	7	2	34	3	20	2	
157	1	10	89	1	12	1	62	1	8	1	21	1	34	1	60	1	64	1	59	1	49	1	
158	2	10	79	2	34	2	33	3	30	3	12	3	46	3	2	2	19	2	24	2	72	2	
159	1	10	64	0	24	0	18	0	21	0	22	0	19	1	41	1	15	0	8	1	30	0	
160	1	10	15	0	48	0	12	1	7	0	40	1	30	0	20	1	65	0	57	1	41	0	
161	2	10	15	2	2	2	42	3	12	2	8	2	20	2	9	2	53	2	34	2	41	2	
162	1	10	15	0	47	0	0	0	84	0	26	0	41	1	30	0	28	1	8	0	57	1	
163	3	10	36	2	76	3	39	3	21	2	34	3	14	2	40	2	8	3	53	3	20	2	
164	3	10	88	3	55	2	0	3	30	2	57	2	13	3	19	3	28	2	29	2	40	3	
165	0	10	46	0	11	0	2	1	12	1	42	0	15	0	54	0	21	0	34	0	30	1	
166	2	10	24	2	14	2	12	3	52	3	38	3	20	3	40	2	8	2	27	3	61	3	
167	0	10	48	0	12	0	38	0	11	0	34	0	24	0	2	0	18	0	36	0	19	0	
168	0	10	1	0	12	1	75	1	60	0	2	0	52	0	43	0	6	0	8	0	28	1	
169	1	10	15	1	12	1	34	1	1	0	38	0	6	1	44	0	61	1	19	1	20	1	
170	1	10	35	1	23	1	2	2	15	1	33	1	49	1	12	1	53	1	19	1	92	0	
171	2	10	1	2	34	2	14	2	40	2	36	2	56	2	15	2	54	3	60	2	8	2	
172	2	10	12	3	34	3	13	2	75	3	55	2	38	2	7	2	36	2	21	2	30	2	
173	1	10	34	1	2	1	18	1	7	1	39	1	19	1	42	1	28	0	54	1	72	1	
174	3	10	0	3	60	3	34	3	21	3	59	3	5	3	9	3	12	3	20	3	2	2	
175	1	10	15	0	34	0	46	1	1	1	42	1	39	1	20	2	29	1	12	0	2	1	
176	1	10	31	1	3	1	34	1	32	0	30	1	2	1	57	1	28	1	21	1	24	0	
177	0	10	36	0	35	0	4	0	64	0	22	0	30	0	28	1	11	0	72	0	20	0	
178	3	10	9	3	15	3	36	2	27	3	11	3	17	3	22	3	34	3	10	3	93	3	
179	2	10	47	2	0	2	64	2	30	2	19	2	53	2	22	2	8	3	41	2	33	2	
180	3	10	47	2	34	2	55	3	2	3	3	3	12	3	25	2	59	3	22	3	18	3	
181	3	10	9	3	80	2	7	2	79	3	15	3	14	3	22	2	30	2	8	3	52	3	
182	3	10	71	0	42	2	12	3	34	0	4	0	52	0	16	3	9	3	46	3	5	3	
183	3	10	74	3	36	2	0	3	30	2	32	3	94	3	33	3	28	2	54	3	24	3	
184	3	10	11	3	73	3	35	3	34	3	89	3	12	3	16	3	52	3	39	3	61	3	
185	3	10	0	3	54	3	42	3	11	3	30	3	59	3	20	3	24	3	19	2	34	3	
186	2	10	76	2	3	3	36	2	13	2	39	3	60	2	57	2	28	2	9	3	27	3	
187	3	10	13	3	15	3	55	2	95	3	66	2	76	3	4	2	39	3	12	3	7	3	
188	0	10	1	1	14	0	39	0	40	0	59	0	15	0	27	0	8	0	30	0	2	1	
189	0	10	13	0	5	0	15	0	30	0	33	0	38	0	7	1	40	0	2	0	6	0	
190	3	10	67	2	24	2	36	2	54	2	60	2	39	2	2	2	55	2	42	2	8	2	
191	1	10	38	1	21	0	16	0	56	0	8	1	2	1	12	0	15	0	10	0	9	0	
192	3	10	36	2	54	3	15	3	40	3	25	2	11	3	12	3	2	3	20	3	19	3	
193	3	10	18	3	22	3	2	3	40	3	26	2	15	2	59	3	12	3	8	2	29	3	
194	0	10	3	0	75	0	11	0	22	0	55	1	30	1	39	0	16	0	59	0	19	0	
195	3	10	35	3	54	3	42	3	34	3	53	3	41	3	29	2	46	3	93	3	57	2	
196	3	10	35	3	33	3	22	3	15	2	59	3	52	3	16	3	20	2	11	3	41	3	
197	3	10	89	3	10	3	0	2	31	3	55	3	16	3	22	3	8	3	90	3	36	2	
198	2	10	36	2	24	2	42	2	19	2	27	3	93	2	29	2	53	2	12	2	52	2	
199	3	10	36	2	24	3	54	2	8	2	18	2	53	3	15	3	57	2	34	3	40	3	
200	3	10	24	2	51	3	33	3	30	3	19	3	42	3	34	3	15	3	4	3	21	3	
201	2	10	36	2	30	2	19	3	7	2	27	2	11	2	41	2	13	2	42	3	2	2	
202	2	10	0	2	30	2	11	3	9	3	21	3	42	3	22	2	38	2	50	3	33	3	
203	2	10	10	2	36	2	48	3	69	3	15	0	18	2	8	3	5	3	2	2	9	3	
204	1	10	30	0	42	1	15	0	40	1	39	1	12	1	4	1	34	1	58	1	53	1	
205	0	10	13	0	11	0	48	1	18	0	8	0	42	0	52	0	34	1	65	1	33	0	
206	3	10	89	3	38	3	52	3	18	3	4	3	12	3	2	3	8	3	33	3	60	3	
207	1	10	3	1	38	1	9	0	39	1	36	1	8	1	22	1	12	1	59	1	57	1	
208	1	10	7	1	2	1	0	1	33	1	64	1	52	1	43	0	46	1	8	1	27	1	
209	2	10	34	2	0	2	60	3	42	2	19	2	35	2	30	2	40	2	9	2	2	2	
210	2	10	47	2	1	3	30	2	2	2	34	3	12	3	53	3	46	3	93	3	65	3	
211	0	10	2	0	88	0	39	0	12	0	0	0	18	0	56	0	43	0	36	0	53	0	
212	1	10	77	3	42	1	2	1	46	1	15	0	22	1	12	1	34	0	30	1	57	0	
213	1	10	34	0	33	1	16	0	0	1	39	1	30	0	14	1	22	1	13	0	15	0	
214	1	10	38	0	15	0	19	1	16	0	20	1	28	1	33	1	26	1	46	1	27	0	
215	0	10	60	1	50	0	42	1	12	1	11	0	36	0	6	0	17	1	30	0	22	0	
216	0	10	15	0	69	0	48	1	7	0	30	1	14	0	0	0	12	0	2	0	25	0	
217	1	10	36	1	76	1	7	1	16	0	1	1	59	1	40	1	26	1	8	1	62	1	
218	2	10	1	2	2	2	13	2	61	2	16	2	68	2	30	3	5	2	54	3	39	2	
219	1	10	55	0	15	0	8	1	43	0	12	0	30	0	11	1	60	0	39	1	20	1	
220	0	10	22	0	0	0	75	0	60	0	43	0	4	0	56	0	2	0	46	0	20	0	
221	3	10	9	3	69	3	67	3	34	3	19	3	2	3	46	3	40	2	18	3	7	3	
222	2	10	0	2	12	2	19	2	53	2	9	2	8	2	15	2	71	3	40	2	33	2	
223	2	10	2	2	1	2	0	2	5	2	30	2	8	2	19	2	34	2	28	2	44	2	
224	0	10	12	1	36	0	9	0	64	1	35	0	14	0	16	0	19	1	33	0	27	0	
225	0	10	15	0	48	0	11	0	36	0	22	0	4	0	13	1	30	0	8	0	33	0	
226	2	10	49	2	15	2	39	2	7	2	30	3	14	2	20	3	2	2	8	2	61	3	
227	3	10	23	3	24	2	15	3	34	3	42	3	4	2	2	3	60	2	19	2	54	3	
228	2	10	36	2	24	2	21	3	22	3	39	3	12	3	54	3	27	3	6	3	18	2	
229	0	10	0	0	42	0	54	0	12	0	36	0	22	0	33	0	39	0	8	0	50	0	
230	1	10	15	0	9	0	30	0	59	1	42	0	8	0	96	0	20	0	41	1	34	0	
231	1	10	67	0	3	0	42	0	16	0	1	1	36	1	18	0	34	1	5	0	15	0	
232	3	10	0	3	48	2	39	3	12	3	50	3	46	3	30	3	28	2	62	3	71	3	
233	1	10	36	0	34	1	76	1	49	1	42	1	9	0	12	1	19	1	27	1	60	1	
234	1	10	73	1	55	0	62	0	15	0	1	1	2	1	8	1	54	1	42	1	19	1	
235	2	10	11	2	1	3	49	2	25	2	9	3	94	3	12	3	2	2	8	2	15	3	
236	0	10	23	0	38	0	11	0	42	0	34	1	26	0	62	0	20	0	54	0	24	0	
237	1	10	1	1	42	0	32	1	40	0	4	1	43	0	19	0	59	1	12	1	34	1	
238	2	10	89	2	84	2	36	2	30	2	21	2	2	2	39	3	59	3	5	3	34	3	
239	1	10	36	1	34	1	14	1	94	1	43	0	8	1	26	1	2	1	27	0	57	0	
240	2	10	48	2	1	2	0	2	18	2	15	2	22	3	12	3	53	2	42	2	19	2	
241	0	10	12	1	11	0	1	0	40	0	4	0	28	0	24	0	21	0	57	0	2	0	
242	2	10	33	2	0	2	42	3	39	2	36	2	7	2	2	2	30	2	12	2	34	2	
243	1	10	22	1	84	1	13	1	5	1	42	1	51	0	14	1	8	1	12	1	4	1	
244	1	10	11	1	7	1	55	1	61	1	16	1	52	1	30	0	68	0	85	1	46	1	
245	3	10	3	3	42	3	75	3	5	2	34	3	40	3	38	3	43	3	22	3	46	3	
246	3	10	22	3	2	3	8	3	15	3	12	3	33	3	28	2	19	3	7	2	71	3	
247	2	10	22	3	10	2	34	2	7	2	4	3	30	3	42	2	57	2	19	2	54	3	
248	2	10	34	3	30	2	42	3	39	3	12	3	6	3	46	3	28	2	18	3	93	3	
249	1	10	13	1	12	0	39	1	60	1	16	0	40	1	54	1	2	1	14	1	15	0	
250	3	10	82	3	0	3	89	3	2	3	42	3	34	3	38	3	39	3	28	2	72	3	
251	1	10	2	0	3	1	39	0	12	1	6	0	33	1	8	1	59	1	15	0	42	1	
252	2	10	22	2	15	2	1	3	6	3	38	3	2	2	41	2	21	3	53	2	40	3	
253	2	10	74	2	47	2	76	2	12	3	21	3	54	3	6	2	70	2	64	3	40	2	
254	3	10	23	3	35	3	39	3	46	3	30	2	70	3	9	3	33	3	44	3	5	3	
255	2	10	12	2	22	3	4	2	40	2	9	2	20	2	52	3	35	2	8	3	19	2	
256	1	10	34	0	0	1	30	0	19	1	12	0	43	0	13	1	7	0	21	1	52	0	
257	0	10	1	1	34	0	47	1	89	0	36	1	0	0	30	0	51	0	59	0	4	1	
258	3	10	31	2	18	3	22	2	50	3	54	3	19	2	33	3	34	3	46	3	24	2	
259	2	10	12	2	55	2	0	2	33	2	6	2	61	2	57	2	8	2	36	2	97	2	
260	2	10	80	2	11	2	30	2	49	2	36	2	8	2	21	2	15	2	4	1	12	2	
261	1	10	10	1	3	1	89	1	75	0	51	1	24	0	12	1	39	0	40	1	20	0	
262	2	10	12	2	21	2	88	2	4	2	46	2	30	2	39	2	42	2	61	2	15	2	
263	0	10	80	1	0	1	15	0	36	1	39	1	42	1	19	1	12	1	61	1	40	1	
264	1	10	98	2	39	1	66	1	18	0	89	1	51	1	38	1	20	1	52	1	27	0	
265	3	10	10	3	69	3	50	3	34	3	11	3	36	2	46	3	39	3	42	3	30	3	
266	1	10	60	0	36	1	34	1	54	0	14	1	19	1	42	0	21	0	8	1	28	1	
267	2	10	47	3	36	2	38	3	9	3	42	3	34	3	12	3	30	3	99	3	41	3	
268	2	10	36	2	0	3	39	2	9	2	22	2	8	2	26	2	4	2	20	2	54	3	
269	0	10	74	0	35	0	52	0	0	0	14	0	56	0	21	0	12	0	2	0	15	0	
270	3	10	0	2	10	2	80	3	84	2	38	2	39	2	34	2	19	2	68	2	15	2	
271	3	10	10	3	15	3	69	3	16	3	40	2	53	3	46	3	8	3	42	3	19	3	
272	3	10	15	3	47	2	38	0	0	0	33	3	57	2	87	2	27	3	41	3	28	2	
273	3	10	60	0	42	3	21	3	2	2	51	2	6	0	39	3	53	3	4	3	35	3	
274	2	10	15	2	12	2	60	2	16	2	39	2	19	2	22	2	21	2	41	2	27	2	
275	1	10	0	1	48	2	42	2	30	2	31	2	34	2	15	0	68	1	2	1	33	1	
276	2	10	23	3	0	2	21	2	8	3	30	3	4	3	36	2	22	3	19	2	49	2	
277	2	10	11	3	33	3	15	2	52	3	14	2	39	3	22	2	30	3	44	2	40	2	
278	2	10	48	2	7	2	36	2	42	2	8	2	19	3	33	2	24	2	15	2	50	3	
279	1	10	55	1	52	1	16	1	12	1	42	1	8	1	49	1	33	1	19	1	27	0	
280	3	10	47	3	12	3	9	3	30	3	49	3	62	3	4	2	8	3	61	3	19	3	
281	0	10	22	0	33	0	25	0	16	0	14	0	15	0	51	0	2	0	50	0	19	1	
282	1	10	15	1	36	1	2	1	64	1	33	1	12	1	5	1	8	3	59	1	21	1	
283	0	10	89	0	12	0	1	1	54	0	0	0	75	0	30	0	16	1	20	1	40	0	
284	1	10	38	1	66	0	24	0	46	0	51	1	55	0	59	0	50	0	41	0	30	0	
285	0	10	84	1	69	1	24	0	0	0	49	0	15	1	26	0	55	1	62	1	56	0	
286	2	10	36	2	34	3	30	2	38	2	3	3	39	3	5	2	54	2	57	2	20	3	
287	0	10	10	0	0	0	89	0	2	1	8	0	42	0	57	0	21	0	28	1	19	0	
288	0	10	1	1	39	0	33	1	28	1	57	1	21	0	30	1	42	1	8	1	27	0	
289	2	10	2	2	0	2	16	2	75	2	14	2	1	2	36	2	11	2	61	2	39	2	
290	1	10	0	1	11	1	21	0	15	0	20	1	6	1	2	0	28	1	44	1	12	1	
291	3	10	15	3	33	3	16	3	38	3	60	3	19	3	5	3	87	3	4	3	83	3	
292	2	10	0	3	12	3	34	2	9	2	98	3	51	2	18	2	20	2	27	3	72	2	
293	3	10	35	3	2	3	24	3	3	2	40	3	19	3	49	2	15	3	27	3	29	3	
294	2	10	48	2	13	2	51	2	14	2	15	3	8	2	19	2	44	2	5	3	27	3	
295	0	10	55	1	21	1	52	1	15	1	8	1	57	1	27	1	34	0	13	1	60	1	
296	0	10	9	1	2	1	55	2	52	0	39	3	54	0	62	1	57	3	19	0	41	1	
297	2	10	36	2	2	2	50	2	40	2	33	2	1	2	39	2	8	2	54	3	27	2	
