20
9	-1	3	-2	0	-3	1	-4	3	-5	2	-6	0	-7	2	-8	0	-9	0	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	2	-20	1	
10	-1	3	-2	1	-3	1	-4	3	-5	1	-6	1	-7	2	-8	0	-9	0	-10	2	-11	0	-12	3	-13	0	-14	1	-15	2	-16	0	-17	3	-18	2	-19	0	-20	3	
11	-1	2	-2	0	-3	1	-4	0	-5	1	-6	2	-7	2	-8	0	-9	2	-10	2	-11	1	-12	3	-13	0	-14	1	-15	2	-16	2	-17	2	-18	2	-19	0	-20	2	
12	-1	3	-2	2	-3	1	-4	1	-5	3	-6	2	-7	1	-8	0	-9	1	-10	3	-11	3	-12	3	-13	0	-14	3	-15	0	-16	2	-17	2	-18	2	-19	0	-20	1	
13	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	3	-11	1	-12	3	-13	1	-14	1	-15	3	-16	2	-17	0	-18	3	-19	0	-20	2	
14	-1	3	-2	0	-3	1	-4	3	-5	0	-6	2	-7	0	-8	2	-9	2	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	1	-17	2	-18	2	-19	0	-20	1	
15	-1	3	-2	0	-3	1	-4	3	-5	2	-6	1	-7	0	-8	0	-9	3	-10	3	-11	1	-12	3	-13	2	-14	1	-15	1	-16	2	-17	2	-18	1	-19	2	-20	2	
16	-1	0	-2	0	-3	3	-4	1	-5	1	-6	2	-7	3	-8	3	-9	1	-10	2	-11	2	-12	3	-13	3	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	3	
17	-1	2	-2	2	-3	1	-4	3	-5	1	-6	0	-7	2	-8	2	-9	2	-10	2	-11	1	-12	3	-13	3	-14	1	-15	1	-16	1	-17	1	-18	2	-19	0	-20	2	
18	-1	3	-2	0	-3	2	-4	3	-5	0	-6	2	-7	2	-8	0	-9	1	-10	1	-11	1	-12	3	-13	0	-14	1	-15	3	-16	1	-17	2	-18	2	-19	2	-20	1	
19	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	0	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	3	-19	2	-20	1	
20	-1	1	-2	0	-3	0	-4	3	-5	1	-6	1	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	3	-14	1	-15	3	-16	2	-17	2	-18	2	-19	2	-20	1	
21	-1	3	-2	0	-3	1	-4	3	-5	1	-6	0	-7	2	-8	0	-9	1	-10	3	-11	1	-12	3	-13	2	-14	1	-15	3	-16	2	-17	2	-18	2	-19	2	-20	1	
22	-1	3	-2	1	-3	1	-4	3	-5	1	-6	3	-7	2	-8	0	-9	1	-10	2	-11	1	-12	2	-13	0	-14	1	-15	1	-16	0	-17	2	-18	2	-19	0	-20	1	
23	-1	1	-2	2	-3	1	-4	2	-5	3	-6	2	-7	2	-8	1	-9	0	-10	2	-11	1	-12	3	-13	1	-14	0	-15	3	-16	2	-17	2	-18	1	-19	0	-20	1	
24	-1	2	-2	0	-3	1	-4	0	-5	1	-6	3	-7	3	-8	1	-9	0	-10	2	-11	0	-12	1	-13	0	-14	1	-15	3	-16	2	-17	3	-18	2	-19	0	-20	2	
25	-1	3	-2	3	-3	2	-4	1	-5	1	-6	2	-7	2	-8	3	-9	1	-10	1	-11	1	-12	0	-13	3	-14	1	-15	3	-16	1	-17	1	-18	2	-19	0	-20	0	
26	-1	3	-2	0	-3	1	-4	3	-5	0	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
27	-1	1	-2	2	-3	1	-4	1	-5	1	-6	2	-7	0	-8	0	-9	3	-10	3	-11	0	-12	3	-13	3	-14	1	-15	3	-16	2	-17	2	-18	1	-19	0	-20	1	
28	-1	1	-2	0	-3	2	-4	3	-5	1	-6	0	-7	2	-8	0	-9	3	-10	2	-11	2	-12	3	-13	0	-14	1	-15	3	-16	0	-17	0	-18	2	-19	1	-20	2	
29	-1	3	-2	2	-3	2	-4	3	-5	3	-6	2	-7	2	-8	0	-9	1	-10	2	-11	2	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	3	-19	0	-20	1	
30	-1	0	-2	0	-3	0	-4	3	-5	1	-6	0	-7	2	-8	0	-9	0	-10	0	-11	2	-12	3	-13	1	-14	1	-15	3	-16	3	-17	0	-18	2	-19	2	-20	1	
31	-1	2	-2	0	-3	1	-4	3	-5	1	-6	1	-7	2	-8	0	-9	0	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	3	-17	2	-18	0	-19	0	-20	1	
32	-1	3	-2	2	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	2	-10	1	-11	2	-12	2	-13	2	-14	1	-15	3	-16	1	-17	2	-18	0	-19	0	-20	1	
33	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	1	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	3	-18	2	-19	0	-20	3	
34	-1	3	-2	2	-3	1	-4	3	-5	2	-6	2	-7	2	-8	0	-9	1	-10	1	-11	0	-12	3	-13	0	-14	1	-15	2	-16	3	-17	1	-18	3	-19	3	-20	2	
35	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	1	-16	2	-17	2	-18	3	-19	0	-20	2	
36	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	0	-8	0	-9	1	-10	2	-11	1	-12	1	-13	0	-14	3	-15	0	-16	2	-17	2	-18	3	-19	2	-20	1	
37	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
38	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	1	-9	1	-10	2	-11	1	-12	1	-13	3	-14	1	-15	1	-16	1	-17	2	-18	2	-19	1	-20	3	
39	-1	1	-2	2	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
40	-1	3	-2	0	-3	1	-4	3	-5	1	-6	1	-7	0	-8	2	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	3	-17	3	-18	2	-19	0	-20	2	
41	-1	3	-2	3	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	3	-12	2	-13	1	-14	1	-15	3	-16	1	-17	3	-18	3	-19	3	-20	1	
42	-1	3	-2	3	-3	1	-4	1	-5	2	-6	2	-7	0	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	0	-15	0	-16	2	-17	2	-18	1	-19	3	-20	3	
43	-1	3	-2	0	-3	0	-4	0	-5	0	-6	2	-7	2	-8	2	-9	1	-10	2	-11	1	-12	3	-13	0	-14	0	-15	3	-16	2	-17	2	-18	2	-19	0	-20	2	
44	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	1	-8	0	-9	1	-10	0	-11	1	-12	3	-13	0	-14	1	-15	3	-16	0	-17	2	-18	2	-19	1	-20	1	
45	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	3	-8	0	-9	1	-10	2	-11	1	-12	3	-13	2	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
46	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	2	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
47	-1	1	-2	0	-3	0	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	1	-13	0	-14	1	-15	3	-16	1	-17	2	-18	2	-19	0	-20	0	
48	-1	3	-2	0	-3	3	-4	3	-5	2	-6	2	-7	2	-8	2	-9	1	-10	2	-11	1	-12	3	-13	2	-14	3	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
49	-1	1	-2	0	-3	1	-4	3	-5	2	-6	1	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
50	-1	3	-2	2	-3	2	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	0	-16	0	-17	1	-18	2	-19	0	-20	0	
51	-1	3	-2	3	-3	1	-4	0	-5	1	-6	1	-7	2	-8	2	-9	3	-10	2	-11	3	-12	3	-13	0	-14	1	-15	3	-16	3	-17	2	-18	3	-19	0	-20	1	
52	-1	3	-2	0	-3	1	-4	3	-5	3	-6	2	-7	2	-8	3	-9	1	-10	1	-11	1	-12	1	-13	0	-14	1	-15	2	-16	2	-17	2	-18	0	-19	0	-20	0	
53	-1	3	-2	3	-3	1	-4	3	-5	1	-6	0	-7	2	-8	1	-9	1	-10	2	-11	1	-12	0	-13	0	-14	0	-15	3	-16	1	-17	1	-18	2	-19	0	-20	1	
54	-1	3	-2	0	-3	1	-4	3	-5	1	-6	3	-7	0	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	0	-15	1	-16	2	-17	0	-18	2	-19	0	-20	0	
55	-1	2	-2	1	-3	1	-4	1	-5	1	-6	3	-7	2	-8	3	-9	1	-10	3	-11	3	-12	3	-13	0	-14	1	-15	1	-16	0	-17	1	-18	3	-19	0	-20	3	
56	-1	3	-2	0	-3	2	-4	3	-5	0	-6	2	-7	1	-8	0	-9	2	-10	2	-11	0	-12	1	-13	2	-14	1	-15	2	-16	2	-17	0	-18	3	-19	2	-20	1	
57	-1	3	-2	1	-3	0	-4	1	-5	3	-6	2	-7	1	-8	2	-9	1	-10	0	-11	0	-12	0	-13	1	-14	1	-15	2	-16	0	-17	2	-18	0	-19	0	-20	3	
58	-1	3	-2	3	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	1	-13	0	-14	1	-15	3	-16	0	-17	2	-18	2	-19	0	-20	1	
59	-1	3	-2	0	-3	1	-4	3	-5	0	-6	3	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
60	-1	3	-2	0	-3	1	-4	3	-5	1	-6	0	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
61	-1	0	-2	0	-3	1	-4	3	-5	1	-6	2	-7	0	-8	0	-9	1	-10	1	-11	0	-12	1	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	2	-20	1	
62	-1	2	-2	0	-3	1	-4	3	-5	2	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	1	-14	1	-15	3	-16	2	-17	2	-18	3	-19	0	-20	1	
63	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
64	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	1	-8	3	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	2	-20	1	
65	-1	0	-2	0	-3	1	-4	2	-5	2	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	1	-20	0	
66	-1	3	-2	3	-3	3	-4	2	-5	1	-6	0	-7	3	-8	2	-9	2	-10	3	-11	0	-12	3	-13	0	-14	1	-15	1	-16	2	-17	3	-18	2	-19	0	-20	1	
67	-1	3	-2	0	-3	1	-4	3	-5	3	-6	2	-7	2	-8	0	-9	1	-10	2	-11	3	-12	1	-13	3	-14	1	-15	1	-16	2	-17	0	-18	2	-19	0	-20	2	
68	-1	3	-2	2	-3	1	-4	3	-5	1	-6	2	-7	2	-8	1	-9	1	-10	2	-11	1	-12	3	-13	3	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
69	-1	3	-2	0	-3	1	-4	3	-5	2	-6	1	-7	0	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	0	-19	0	-20	3	
70	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
71	-1	1	-2	0	-3	1	-4	3	-5	1	-6	2	-7	0	-8	3	-9	2	-10	0	-11	1	-12	3	-13	1	-14	3	-15	3	-16	2	-17	2	-18	3	-19	0	-20	1	
72	-1	2	-2	0	-3	1	-4	0	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	0	-15	3	-16	2	-17	0	-18	2	-19	0	-20	1	
73	-1	3	-2	2	-3	1	-4	0	-5	0	-6	2	-7	2	-8	0	-9	1	-10	2	-11	2	-12	1	-13	1	-14	1	-15	3	-16	2	-17	1	-18	1	-19	3	-20	2	
74	-1	1	-2	2	-3	0	-4	3	-5	2	-6	2	-7	0	-8	2	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	3	-17	2	-18	2	-19	3	-20	1	
75	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	3	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
76	-1	2	-2	0	-3	1	-4	1	-5	2	-6	3	-7	2	-8	3	-9	1	-10	2	-11	2	-12	3	-13	3	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	0	
77	-1	0	-2	2	-3	0	-4	0	-5	0	-6	3	-7	0	-8	1	-9	2	-10	1	-11	2	-12	2	-13	3	-14	2	-15	1	-16	1	-17	1	-18	0	-19	3	-20	2	
78	-1	3	-2	2	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	2	-10	2	-11	1	-12	2	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
79	-1	2	-2	0	-3	0	-4	3	-5	1	-6	2	-7	2	-8	3	-9	1	-10	2	-11	0	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
80	-1	3	-2	0	-3	3	-4	3	-5	1	-6	2	-7	2	-8	1	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	3	-19	1	-20	1	
81	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
82	-1	0	-2	0	-3	2	-4	3	-5	2	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	1	-16	2	-17	2	-18	2	-19	0	-20	1	
83	-1	3	-2	2	-3	3	-4	3	-5	1	-6	0	-7	2	-8	2	-9	2	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	3	-17	2	-18	0	-19	1	-20	3	
84	-1	2	-2	0	-3	0	-4	0	-5	1	-6	3	-7	0	-8	3	-9	0	-10	3	-11	0	-12	3	-13	3	-14	0	-15	0	-16	1	-17	0	-18	2	-19	2	-20	2	
85	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
86	-1	1	-2	2	-3	3	-4	3	-5	1	-6	2	-7	1	-8	0	-9	1	-10	2	-11	3	-12	0	-13	0	-14	1	-15	1	-16	3	-17	1	-18	1	-19	0	-20	1	
87	-1	3	-2	3	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	0	-10	0	-11	1	-12	3	-13	3	-14	1	-15	3	-16	3	-17	3	-18	0	-19	0	-20	1	
88	-1	3	-2	0	-3	0	-4	3	-5	0	-6	3	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	3	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
89	-1	3	-2	0	-3	1	-4	3	-5	3	-6	0	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
90	-1	1	-2	0	-3	1	-4	3	-5	3	-6	2	-7	0	-8	0	-9	2	-10	2	-11	1	-12	3	-13	0	-14	3	-15	0	-16	2	-17	0	-18	0	-19	3	-20	1	
91	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
92	-1	0	-2	2	-3	2	-4	1	-5	2	-6	1	-7	0	-8	2	-9	0	-10	3	-11	3	-12	1	-13	3	-14	3	-15	0	-16	0	-17	3	-18	1	-19	3	-20	2	
93	-1	2	-2	0	-3	1	-4	2	-5	1	-6	2	-7	2	-8	2	-9	1	-10	0	-11	3	-12	3	-13	3	-14	2	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
94	-1	3	-2	0	-3	0	-4	2	-5	1	-6	3	-7	0	-8	0	-9	3	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	1	-18	2	-19	2	-20	1	
95	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
96	-1	2	-2	0	-3	1	-4	2	-5	1	-6	2	-7	2	-8	3	-9	1	-10	2	-11	1	-12	3	-13	2	-14	1	-15	1	-16	2	-17	2	-18	2	-19	0	-20	1	
97	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
98	-1	3	-2	0	-3	1	-4	2	-5	3	-6	0	-7	1	-8	2	-9	1	-10	2	-11	2	-12	3	-13	0	-14	0	-15	3	-16	2	-17	2	-18	2	-19	0	-20	3	
99	-1	0	-2	3	-3	2	-4	2	-5	3	-6	1	-7	0	-8	2	-9	2	-10	1	-11	2	-12	2	-13	3	-14	2	-15	0	-16	0	-17	0	-18	0	-19	2	-20	2	
100	-1	0	-2	2	-3	0	-4	0	-5	0	-6	0	-7	1	-8	3	-9	0	-10	0	-11	3	-12	0	-13	1	-14	0	-15	0	-16	0	-17	3	-18	0	-19	3	-20	2	
101	-1	3	-2	0	-3	1	-4	2	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	3	
102	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
103	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
104	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
105	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
106	-1	3	-2	0	-3	2	-4	1	-5	1	-6	0	-7	2	-8	0	-9	1	-10	3	-11	1	-12	3	-13	2	-14	3	-15	3	-16	1	-17	2	-18	2	-19	3	-20	2	
107	-1	3	-2	0	-3	1	-4	3	-5	1	-6	2	-7	2	-8	0	-9	1	-10	2	-11	1	-12	3	-13	0	-14	1	-15	3	-16	2	-17	2	-18	2	-19	0	-20	1	
108	-1	0	-2	0	-3	3	-4	2	-5	1	-6	2	-7	3	-8	1	-9	2	-10	1	-11	2	-12	3	-13	0	-14	1	-15	3	-16	0	-17	2	-18	0	-19	2	-20	1	
