id,worker,answer
349,AKEHW5BOBEBFS,0
349,A23KNYW5XJ9FKD,0
349,A1WVLU0KTI9GYB,0
349,A11MPIAKPRMF9T,0
349,A2PEL01IY4YBLJ,1
349,A2ZPPP0XVV8C0W,0
349,A2MH3BPMSRX0C6,1
349,A3Q1351EOKQ4DH,0
349,APHOPRAFUG98Q,1
349,A3VVBTVOIYLJVC,0
349,A2HVUJSA0VSK4D,1
349,A1SRI5PDX6WB9B,0
816,APHOPRAFUG98Q,0
816,A3TBGB7VGRRYCT,0
816,A26UOQCTO9VDZO,0
816,AMKWR51EXOPA4,0
816,AZ311BQ3SX1G0,1
816,A2BIB960QFJWZD,0
816,A3KWQVFAS7MXE0,0
816,A1SRI5PDX6WB9B,0
816,A2WDPK69XZC9H,0
816,AKEHW5BOBEBFS,1
816,A2ZPPP0XVV8C0W,0
816,A25WL7E75KK134,1
816,A2PEL01IY4YBLJ,0
816,A2MH3BPMSRX0C6,0
816,A3Q1351EOKQ4DH,0
816,A3PHU29FNBH1NW,0
816,A38EIJ4VOJH3YO,0
816,A2J74WQXWG5M9W,0
816,A2HVUJSA0VSK4D,0
816,AGV5848LC2IXX,0
817,APHOPRAFUG98Q,1
817,A3TBGB7VGRRYCT,1
817,A26UOQCTO9VDZO,1
817,AMKWR51EXOPA4,1
817,AZ311BQ3SX1G0,1
817,A2BIB960QFJWZD,1
817,A3KWQVFAS7MXE0,0
817,A1SRI5PDX6WB9B,1
817,A2WDPK69XZC9H,0
817,AKEHW5BOBEBFS,1
817,A2ZPPP0XVV8C0W,0
817,A25WL7E75KK134,0
817,A2PEL01IY4YBLJ,1
817,A2MH3BPMSRX0C6,1
817,A3Q1351EOKQ4DH,1
817,A3PHU29FNBH1NW,1
817,A38EIJ4VOJH3YO,1
817,A2J74WQXWG5M9W,1
817,A2HVUJSA0VSK4D,1
817,AGV5848LC2IXX,1
595,A26UOQCTO9VDZO,1
595,A25WL7E75KK134,1
595,AMKWR51EXOPA4,1
595,A1MYBMOZH043LK,0
595,AZ311BQ3SX1G0,1
595,A2BIB960QFJWZD,1
595,A3KWQVFAS7MXE0,0
595,A1SRI5PDX6WB9B,1
595,A2DIM099APN6L7,1
595,AKEHW5BOBEBFS,0
595,A2ZPPP0XVV8C0W,0
595,A1RFFFC4YSNLX9,1
595,A29MM3QH9J9AI5,1
595,A2PEL01IY4YBLJ,1
595,A3ELLEKJ287JZZ,1
595,A3Q1351EOKQ4DH,1
595,A3PHU29FNBH1NW,1
595,A3VVBTVOIYLJVC,1
595,A2J74WQXWG5M9W,1
595,A2HVUJSA0VSK4D,1
719,A26UOQCTO9VDZO,1
719,A25WL7E75KK134,0
719,AMKWR51EXOPA4,1
719,AZ311BQ3SX1G0,1
719,A2BIB960QFJWZD,0
719,A3KWQVFAS7MXE0,0
719,A1SRI5PDX6WB9B,0
719,A2DIM099APN6L7,1
719,AKEHW5BOBEBFS,0
719,A2ZPPP0XVV8C0W,0
719,A1RFFFC4YSNLX9,0
719,A2PEL01IY4YBLJ,0
719,AJMWTFJTL8RLM,0
719,A3Q1351EOKQ4DH,0
719,A3PHU29FNBH1NW,0
719,A38EIJ4VOJH3YO,0
719,A2J74WQXWG5M9W,0
719,A11UXN488YXXO,1
719,A2HVUJSA0VSK4D,0
719,A3VVBTVOIYLJVC,0
718,A26UOQCTO9VDZO,0
718,A25WL7E75KK134,1
718,AMKWR51EXOPA4,1
718,AZ311BQ3SX1G0,1
718,A2BIB960QFJWZD,1
718,A3KWQVFAS7MXE0,0
718,A1SRI5PDX6WB9B,0
718,A2DIM099APN6L7,1
718,AKEHW5BOBEBFS,1
718,A2ZPPP0XVV8C0W,1
718,A1RFFFC4YSNLX9,0
718,A2PEL01IY4YBLJ,1
718,AJMWTFJTL8RLM,0
718,A3Q1351EOKQ4DH,0
718,A3PHU29FNBH1NW,0
718,A38EIJ4VOJH3YO,0
718,A2J74WQXWG5M9W,0
718,A11UXN488YXXO,1
718,A2HVUJSA0VSK4D,1
718,A3VVBTVOIYLJVC,0
717,A26UOQCTO9VDZO,1
717,A25WL7E75KK134,1
717,AMKWR51EXOPA4,1
717,AZ311BQ3SX1G0,1
717,A2BIB960QFJWZD,1
717,A3KWQVFAS7MXE0,0
717,A1SRI5PDX6WB9B,0
717,A2DIM099APN6L7,0
717,AKEHW5BOBEBFS,0
717,A2ZPPP0XVV8C0W,0
717,A1RFFFC4YSNLX9,0
717,A2PEL01IY4YBLJ,1
717,AJMWTFJTL8RLM,0
717,A3Q1351EOKQ4DH,0
717,A3PHU29FNBH1NW,0
717,A38EIJ4VOJH3YO,0
717,A2J74WQXWG5M9W,0
717,A11UXN488YXXO,1
717,A2HVUJSA0VSK4D,0
717,A3VVBTVOIYLJVC,0
716,A26UOQCTO9VDZO,0
716,A25WL7E75KK134,1
716,AMKWR51EXOPA4,1
716,AZ311BQ3SX1G0,1
716,A2BIB960QFJWZD,1
716,A3KWQVFAS7MXE0,0
716,A1SRI5PDX6WB9B,1
716,A2DIM099APN6L7,1
716,AKEHW5BOBEBFS,1
716,A2ZPPP0XVV8C0W,0
716,A1RFFFC4YSNLX9,1
716,A2PEL01IY4YBLJ,1
716,AJMWTFJTL8RLM,1
716,A3Q1351EOKQ4DH,1
716,A3PHU29FNBH1NW,1
716,A38EIJ4VOJH3YO,1
716,A2J74WQXWG5M9W,1
716,A11UXN488YXXO,1
716,A2HVUJSA0VSK4D,1
716,A3VVBTVOIYLJVC,1
715,A26UOQCTO9VDZO,1
715,A25WL7E75KK134,0
715,AMKWR51EXOPA4,1
715,AZ311BQ3SX1G0,1
715,A2BIB960QFJWZD,1
715,A3KWQVFAS7MXE0,0
715,A1SRI5PDX6WB9B,1
715,A2DIM099APN6L7,1
715,AKEHW5BOBEBFS,0
715,A2ZPPP0XVV8C0W,0
715,A1RFFFC4YSNLX9,1
715,A2PEL01IY4YBLJ,0
715,AJMWTFJTL8RLM,1
715,A3Q1351EOKQ4DH,1
715,A3PHU29FNBH1NW,1
715,A38EIJ4VOJH3YO,1
715,A2J74WQXWG5M9W,1
715,A11UXN488YXXO,1
715,A2HVUJSA0VSK4D,1
715,A3VVBTVOIYLJVC,1
714,A26UOQCTO9VDZO,0
714,A25WL7E75KK134,1
714,AMKWR51EXOPA4,1
714,AZ311BQ3SX1G0,1
714,A2BIB960QFJWZD,1
714,A3KWQVFAS7MXE0,0
714,A1SRI5PDX6WB9B,0
714,A2DIM099APN6L7,0
714,AKEHW5BOBEBFS,1
714,A2ZPPP0XVV8C0W,0
714,A1RFFFC4YSNLX9,1
714,A2PEL01IY4YBLJ,1
714,AJMWTFJTL8RLM,1
714,A3Q1351EOKQ4DH,1
714,A3PHU29FNBH1NW,0
714,A38EIJ4VOJH3YO,0
714,A2J74WQXWG5M9W,0
714,A11UXN488YXXO,1
714,A2HVUJSA0VSK4D,1
714,A3VVBTVOIYLJVC,0
713,A26UOQCTO9VDZO,0
713,A25WL7E75KK134,1
713,AMKWR51EXOPA4,1
713,AZ311BQ3SX1G0,1
713,A2BIB960QFJWZD,1
713,A3KWQVFAS7MXE0,0
713,A1SRI5PDX6WB9B,1
713,A2DIM099APN6L7,1
713,AKEHW5BOBEBFS,0
713,A2ZPPP0XVV8C0W,0
713,A1RFFFC4YSNLX9,1
713,A2PEL01IY4YBLJ,1
713,AJMWTFJTL8RLM,1
713,A3Q1351EOKQ4DH,1
713,A3PHU29FNBH1NW,1
713,A38EIJ4VOJH3YO,1
713,A2J74WQXWG5M9W,1
713,A11UXN488YXXO,1
713,A2HVUJSA0VSK4D,1
713,A3VVBTVOIYLJVC,1
712,A26UOQCTO9VDZO,1
712,A25WL7E75KK134,1
712,AMKWR51EXOPA4,1
712,AZ311BQ3SX1G0,1
712,A2BIB960QFJWZD,1
712,A3KWQVFAS7MXE0,0
712,A1SRI5PDX6WB9B,1
712,A2DIM099APN6L7,0
712,AKEHW5BOBEBFS,1
712,A2ZPPP0XVV8C0W,1
712,A1RFFFC4YSNLX9,1
712,A2PEL01IY4YBLJ,1
712,AJMWTFJTL8RLM,1
712,A3Q1351EOKQ4DH,1
712,A3PHU29FNBH1NW,1
712,A38EIJ4VOJH3YO,1
712,A2J74WQXWG5M9W,1
712,A11UXN488YXXO,1
712,A2HVUJSA0VSK4D,0
712,A3VVBTVOIYLJVC,1
711,A26UOQCTO9VDZO,1
711,A25WL7E75KK134,1
711,AMKWR51EXOPA4,1
711,AZ311BQ3SX1G0,1
711,A2BIB960QFJWZD,1
711,A3KWQVFAS7MXE0,0
711,A1SRI5PDX6WB9B,1
711,A2DIM099APN6L7,1
711,AKEHW5BOBEBFS,0
711,A2ZPPP0XVV8C0W,0
711,A1RFFFC4YSNLX9,1
711,A2PEL01IY4YBLJ,1
711,AJMWTFJTL8RLM,1
711,A3Q1351EOKQ4DH,1
711,A3PHU29FNBH1NW,1
711,A38EIJ4VOJH3YO,1
711,A2J74WQXWG5M9W,1
711,A11UXN488YXXO,1
711,A2HVUJSA0VSK4D,1
711,A3VVBTVOIYLJVC,1
710,A26UOQCTO9VDZO,0
710,A25WL7E75KK134,1
710,AMKWR51EXOPA4,1
710,AZ311BQ3SX1G0,1
710,A2BIB960QFJWZD,1
710,A3KWQVFAS7MXE0,0
710,A1SRI5PDX6WB9B,1
710,A2DIM099APN6L7,1
710,AKEHW5BOBEBFS,1
710,A2ZPPP0XVV8C0W,0
710,A1RFFFC4YSNLX9,1
710,A2PEL01IY4YBLJ,1
710,AJMWTFJTL8RLM,1
710,A3Q1351EOKQ4DH,1
710,A3PHU29FNBH1NW,1
710,A38EIJ4VOJH3YO,1
710,A2J74WQXWG5M9W,1
710,A11UXN488YXXO,1
710,A2HVUJSA0VSK4D,1
710,A3VVBTVOIYLJVC,1
915,A3TBGB7VGRRYCT,0
915,AZ311BQ3SX1G0,1
915,AMKWR51EXOPA4,0
915,A1DXFMUVK5015A,0
915,A1MYBMOZH043LK,0
915,A2BIB960QFJWZD,1
915,A3KWQVFAS7MXE0,1
915,A1SRI5PDX6WB9B,0
915,A2WDPK69XZC9H,0
915,AKEHW5BOBEBFS,1
915,A2ZPPP0XVV8C0W,0
915,A25WL7E75KK134,0
915,A2PEL01IY4YBLJ,1
915,A2MH3BPMSRX0C6,0
915,A3Q1351EOKQ4DH,0
915,A3PHU29FNBH1NW,0
915,A2J74WQXWG5M9W,0
915,A2HVUJSA0VSK4D,0
915,AGV5848LC2IXX,0
915,A33JTNFF3S1HGM,0
914,A3TBGB7VGRRYCT,1
914,AZ311BQ3SX1G0,1
914,AMKWR51EXOPA4,0
914,A1DXFMUVK5015A,1
914,A1MYBMOZH043LK,0
914,A2BIB960QFJWZD,1
914,A3KWQVFAS7MXE0,0
914,A1SRI5PDX6WB9B,1
914,A2WDPK69XZC9H,1
914,AKEHW5BOBEBFS,1
914,A2ZPPP0XVV8C0W,0
914,A25WL7E75KK134,1
914,A2PEL01IY4YBLJ,1
914,A2MH3BPMSRX0C6,1
914,A3Q1351EOKQ4DH,1
914,A3PHU29FNBH1NW,1
914,A2J74WQXWG5M9W,1
914,A2HVUJSA0VSK4D,0
914,AGV5848LC2IXX,1
914,A33JTNFF3S1HGM,1
606,A26UOQCTO9VDZO,1
606,A2WDPK69XZC9H,1
606,AMKWR51EXOPA4,0
606,AZ311BQ3SX1G0,1
606,A2BIB960QFJWZD,1
606,A3KWQVFAS7MXE0,0
606,A1SRI5PDX6WB9B,1
606,A2DIM099APN6L7,0
606,A382SL9ROIY1P6,1
606,AKEHW5BOBEBFS,1
606,A2ZPPP0XVV8C0W,1
606,A1RFFFC4YSNLX9,1
606,A2PEL01IY4YBLJ,1
606,A3ELLEKJ287JZZ,1
606,A3Q1351EOKQ4DH,1
606,A3PHU29FNBH1NW,1
606,A38EIJ4VOJH3YO,1
606,A2J74WQXWG5M9W,1
606,A2HVUJSA0VSK4D,1
606,A1I43J7QNQAVRM,1
917,A3TBGB7VGRRYCT,0
917,AZ311BQ3SX1G0,1
917,AMKWR51EXOPA4,0
917,A1DXFMUVK5015A,0
917,A1MYBMOZH043LK,0
917,A2BIB960QFJWZD,1
917,A3KWQVFAS7MXE0,0
917,A1SRI5PDX6WB9B,0
917,A2WDPK69XZC9H,0
917,AKEHW5BOBEBFS,1
917,A2ZPPP0XVV8C0W,0
917,A25WL7E75KK134,1
917,A2PEL01IY4YBLJ,1
917,A2MH3BPMSRX0C6,0
917,A3Q1351EOKQ4DH,0
917,A3PHU29FNBH1NW,0
917,A2J74WQXWG5M9W,0
917,A2HVUJSA0VSK4D,1
917,AGV5848LC2IXX,0
917,A33JTNFF3S1HGM,0
594,A26UOQCTO9VDZO,0
594,A25WL7E75KK134,1
594,AMKWR51EXOPA4,1
594,A1MYBMOZH043LK,0
594,AZ311BQ3SX1G0,1
594,A2BIB960QFJWZD,1
594,A3KWQVFAS7MXE0,0
594,A1SRI5PDX6WB9B,1
594,A2DIM099APN6L7,1
594,AKEHW5BOBEBFS,0
594,A2ZPPP0XVV8C0W,0
594,A1RFFFC4YSNLX9,1
594,A29MM3QH9J9AI5,0
594,A2PEL01IY4YBLJ,1
594,A3ELLEKJ287JZZ,1
594,A3Q1351EOKQ4DH,1
594,A3PHU29FNBH1NW,1
594,A3VVBTVOIYLJVC,1
594,A2J74WQXWG5M9W,1
594,A2HVUJSA0VSK4D,1
736,A3G6T12CCLQ5YU,1
736,A26UOQCTO9VDZO,0
736,A25WL7E75KK134,1
736,AMKWR51EXOPA4,0
736,AZ311BQ3SX1G0,1
736,A2BIB960QFJWZD,1
736,A3KWQVFAS7MXE0,0
736,A1SRI5PDX6WB9B,1
736,A2DIM099APN6L7,1
736,AKEHW5BOBEBFS,1
736,A2ZPPP0XVV8C0W,0
736,A1RFFFC4YSNLX9,1
736,A2PEL01IY4YBLJ,0
736,AJMWTFJTL8RLM,1
736,A3Q1351EOKQ4DH,1
736,A3PHU29FNBH1NW,1
736,A38EIJ4VOJH3YO,1
736,A2J74WQXWG5M9W,1
736,A1CO9E7XI2CSDA,1
736,A2HVUJSA0VSK4D,1
916,A3TBGB7VGRRYCT,1
916,AZ311BQ3SX1G0,1
916,AMKWR51EXOPA4,0
916,A1DXFMUVK5015A,0
916,A1MYBMOZH043LK,0
916,A2BIB960QFJWZD,1
916,A3KWQVFAS7MXE0,1
916,A1SRI5PDX6WB9B,0
916,A2WDPK69XZC9H,1
916,AKEHW5BOBEBFS,1
916,A2ZPPP0XVV8C0W,1
916,A25WL7E75KK134,1
916,A2PEL01IY4YBLJ,1
916,A2MH3BPMSRX0C6,0
916,A3Q1351EOKQ4DH,0
916,A3PHU29FNBH1NW,0
916,A2J74WQXWG5M9W,0
916,A2HVUJSA0VSK4D,0
916,AGV5848LC2IXX,1
916,A33JTNFF3S1HGM,0
911,A3TBGB7VGRRYCT,0
911,AZ311BQ3SX1G0,1
911,AMKWR51EXOPA4,0
911,A1DXFMUVK5015A,0
911,A1MYBMOZH043LK,0
911,A2BIB960QFJWZD,0
911,A3KWQVFAS7MXE0,0
911,A1SRI5PDX6WB9B,0
911,A2WDPK69XZC9H,0
911,AKEHW5BOBEBFS,1
911,A2ZPPP0XVV8C0W,0
911,A25WL7E75KK134,1
911,A2PEL01IY4YBLJ,1
911,A2MH3BPMSRX0C6,0
911,A3Q1351EOKQ4DH,0
911,A3PHU29FNBH1NW,0
911,A2J74WQXWG5M9W,0
911,A2HVUJSA0VSK4D,0
911,AGV5848LC2IXX,0
911,A33JTNFF3S1HGM,0
619,A26UOQCTO9VDZO,0
619,A2WDPK69XZC9H,0
619,AMKWR51EXOPA4,0
619,AZ311BQ3SX1G0,1
619,A2BIB960QFJWZD,1
619,A3KWQVFAS7MXE0,0
619,A1SRI5PDX6WB9B,0
619,A2DIM099APN6L7,1
619,A382SL9ROIY1P6,1
619,AKEHW5BOBEBFS,0
619,A2ZPPP0XVV8C0W,0
619,A1RFFFC4YSNLX9,0
619,A2PEL01IY4YBLJ,1
619,A3ELLEKJ287JZZ,0
619,A3Q1351EOKQ4DH,0
619,A3PHU29FNBH1NW,0
619,A38EIJ4VOJH3YO,0
619,A2J74WQXWG5M9W,0
619,A2HVUJSA0VSK4D,0
619,A1I43J7QNQAVRM,0
910,A3TBGB7VGRRYCT,0
910,AZ311BQ3SX1G0,1
910,AMKWR51EXOPA4,0
910,A1DXFMUVK5015A,0
910,A1MYBMOZH043LK,0
910,A2BIB960QFJWZD,0
910,A3KWQVFAS7MXE0,0
910,A1SRI5PDX6WB9B,0
910,A2WDPK69XZC9H,0
910,AKEHW5BOBEBFS,1
910,A2ZPPP0XVV8C0W,0
910,A25WL7E75KK134,1
910,A2PEL01IY4YBLJ,1
910,A2MH3BPMSRX0C6,1
910,A3Q1351EOKQ4DH,0
910,A3PHU29FNBH1NW,0
910,A2J74WQXWG5M9W,0
910,A2HVUJSA0VSK4D,0
910,AGV5848LC2IXX,0
910,A33JTNFF3S1HGM,0
913,A3TBGB7VGRRYCT,0
913,AZ311BQ3SX1G0,1
913,AMKWR51EXOPA4,0
913,A1DXFMUVK5015A,0
913,A1MYBMOZH043LK,0
913,A2BIB960QFJWZD,1
913,A3KWQVFAS7MXE0,1
913,A1SRI5PDX6WB9B,0
913,A2WDPK69XZC9H,0
913,AKEHW5BOBEBFS,1
913,A2ZPPP0XVV8C0W,0
913,A25WL7E75KK134,1
913,A2PEL01IY4YBLJ,0
913,A2MH3BPMSRX0C6,0
913,A3Q1351EOKQ4DH,0
913,A3PHU29FNBH1NW,0
913,A2J74WQXWG5M9W,0
913,A2HVUJSA0VSK4D,1
913,AGV5848LC2IXX,0
913,A33JTNFF3S1HGM,0
298,A26UOQCTO9VDZO,0
298,AMKWR51EXOPA4,0
298,A1MYBMOZH043LK,0
298,AZ311BQ3SX1G0,1
298,A2BIB960QFJWZD,1
298,A3VVBTVOIYLJVC,0
298,A1P02JFXRXG5V,1
298,A1CO7S8BZUQROB,1
298,AKEHW5BOBEBFS,1
298,A1LWNCUCQYFBFR,0
298,A1WVLU0KTI9GYB,1
298,A25WL7E75KK134,1
298,A38EIJ4VOJH3YO,0
