id,worker,answer
2008,A3PHU29FNBH1NW,0
2007,A3PHU29FNBH1NW,0
2002,A3PHU29FNBH1NW,1
2003,A3PHU29FNBH1NW,1
2000,A3PHU29FNBH1NW,0
2001,A3PHU29FNBH1NW,0
2019,A3PHU29FNBH1NW,0
2018,A3PHU29FNBH1NW,0
2004,A3PHU29FNBH1NW,0
2005,A3PHU29FNBH1NW,0
2015,A3PHU29FNBH1NW,1
2014,A3PHU29FNBH1NW,1
2017,A3PHU29FNBH1NW,1
2016,A3PHU29FNBH1NW,1
2011,A3PHU29FNBH1NW,0
2010,A3PHU29FNBH1NW,1
2013,A3PHU29FNBH1NW,0
2012,A3PHU29FNBH1NW,0
2009,AH8FV7DVN4VHT,0
2006,AH8FV7DVN4VHT,1
2008,AH8FV7DVN4VHT,0
2007,AH8FV7DVN4VHT,0
2002,AH8FV7DVN4VHT,0
2003,AH8FV7DVN4VHT,1
2000,AH8FV7DVN4VHT,1
2001,AH8FV7DVN4VHT,1
2019,AH8FV7DVN4VHT,0
2018,AH8FV7DVN4VHT,0
2004,AH8FV7DVN4VHT,0
2005,AH8FV7DVN4VHT,0
2015,AH8FV7DVN4VHT,1
2014,AH8FV7DVN4VHT,1
2017,AH8FV7DVN4VHT,1
2016,AH8FV7DVN4VHT,1
2011,AH8FV7DVN4VHT,0
2010,AH8FV7DVN4VHT,0
2013,AH8FV7DVN4VHT,0
2012,AH8FV7DVN4VHT,0
2009,A2C93DG4LJ0UIM,1
2006,A2C93DG4LJ0UIM,1
2008,A2C93DG4LJ0UIM,1
2007,A2C93DG4LJ0UIM,0
2002,A2C93DG4LJ0UIM,1
2003,A2C93DG4LJ0UIM,1
2000,A2C93DG4LJ0UIM,1
2001,A2C93DG4LJ0UIM,1
2019,A2C93DG4LJ0UIM,1
2018,A2C93DG4LJ0UIM,0
2004,A2C93DG4LJ0UIM,1
2005,A2C93DG4LJ0UIM,0
2015,A2C93DG4LJ0UIM,1
2014,A2C93DG4LJ0UIM,1
2017,A2C93DG4LJ0UIM,1
2016,A2C93DG4LJ0UIM,1
2011,A2C93DG4LJ0UIM,0
2010,A2C93DG4LJ0UIM,1
2013,A2C93DG4LJ0UIM,0
2012,A2C93DG4LJ0UIM,0
2009,A29MM3QH9J9AI5,0
2006,A29MM3QH9J9AI5,1
2008,A29MM3QH9J9AI5,1
2007,A29MM3QH9J9AI5,1
2002,A29MM3QH9J9AI5,1
2003,A29MM3QH9J9AI5,1
2000,A29MM3QH9J9AI5,1
2001,A29MM3QH9J9AI5,1
2019,A29MM3QH9J9AI5,0
2018,A29MM3QH9J9AI5,0
2004,A29MM3QH9J9AI5,0
2005,A29MM3QH9J9AI5,0
2015,A29MM3QH9J9AI5,1
2014,A29MM3QH9J9AI5,1
2017,A29MM3QH9J9AI5,1
2016,A29MM3QH9J9AI5,1
2011,A29MM3QH9J9AI5,0
2010,A29MM3QH9J9AI5,0
2013,A29MM3QH9J9AI5,0
2012,A29MM3QH9J9AI5,0
2009,A3IFHW1AJNSQM3,1
2006,A3IFHW1AJNSQM3,1
2008,A3IFHW1AJNSQM3,1
2007,A3IFHW1AJNSQM3,0
2002,A3IFHW1AJNSQM3,1
2003,A3IFHW1AJNSQM3,1
2000,A3IFHW1AJNSQM3,1
2001,A3IFHW1AJNSQM3,1
2019,A3IFHW1AJNSQM3,0
2018,A3IFHW1AJNSQM3,0
2004,A3IFHW1AJNSQM3,1
2005,A3IFHW1AJNSQM3,0
2015,A3IFHW1AJNSQM3,1
2014,A3IFHW1AJNSQM3,1
2017,A3IFHW1AJNSQM3,1
2016,A3IFHW1AJNSQM3,1
2011,A3IFHW1AJNSQM3,0
2010,A3IFHW1AJNSQM3,0
2013,A3IFHW1AJNSQM3,0
2012,A3IFHW1AJNSQM3,0
2009,A1TMIL6ZSR5EOO,1
2006,A1TMIL6ZSR5EOO,1
2008,A1TMIL6ZSR5EOO,1
2007,A1TMIL6ZSR5EOO,0
2002,A1TMIL6ZSR5EOO,1
2003,A1TMIL6ZSR5EOO,1
2000,A1TMIL6ZSR5EOO,1
2001,A1TMIL6ZSR5EOO,1
2019,A1TMIL6ZSR5EOO,0
2018,A1TMIL6ZSR5EOO,0
2004,A1TMIL6ZSR5EOO,0
2005,A1TMIL6ZSR5EOO,0
2015,A1TMIL6ZSR5EOO,1
2014,A1TMIL6ZSR5EOO,1
2017,A1TMIL6ZSR5EOO,1
2016,A1TMIL6ZSR5EOO,1
2011,A1TMIL6ZSR5EOO,0
2010,A1TMIL6ZSR5EOO,1
2013,A1TMIL6ZSR5EOO,0
2012,A1TMIL6ZSR5EOO,0
2009,APHOPRAFUG98Q,0
2006,APHOPRAFUG98Q,1
2008,APHOPRAFUG98Q,1
2007,APHOPRAFUG98Q,0
2002,APHOPRAFUG98Q,0
2003,APHOPRAFUG98Q,1
2000,APHOPRAFUG98Q,0
2001,APHOPRAFUG98Q,1
2019,APHOPRAFUG98Q,0
2018,APHOPRAFUG98Q,0
2004,APHOPRAFUG98Q,0
2005,APHOPRAFUG98Q,0
2015,APHOPRAFUG98Q,1
2014,APHOPRAFUG98Q,1
2017,APHOPRAFUG98Q,1
2016,APHOPRAFUG98Q,1
2011,APHOPRAFUG98Q,0
2010,APHOPRAFUG98Q,1
2013,APHOPRAFUG98Q,0
2012,APHOPRAFUG98Q,0
2009,ANPZ6FB1GSXL5,0
2006,ANPZ6FB1GSXL5,1
2008,ANPZ6FB1GSXL5,1
2007,ANPZ6FB1GSXL5,1
2002,ANPZ6FB1GSXL5,1
2003,ANPZ6FB1GSXL5,1
2000,ANPZ6FB1GSXL5,1
2001,ANPZ6FB1GSXL5,1
2019,ANPZ6FB1GSXL5,0
2018,ANPZ6FB1GSXL5,1
2004,ANPZ6FB1GSXL5,0
2005,ANPZ6FB1GSXL5,0
2015,ANPZ6FB1GSXL5,1
2014,ANPZ6FB1GSXL5,1
2017,ANPZ6FB1GSXL5,1
2016,ANPZ6FB1GSXL5,1
2011,ANPZ6FB1GSXL5,0
2010,ANPZ6FB1GSXL5,1
2013,ANPZ6FB1GSXL5,0
2012,ANPZ6FB1GSXL5,0
2009,A3871E2A67AEWA,1
2006,A3871E2A67AEWA,0
2008,A3871E2A67AEWA,0
2007,A3871E2A67AEWA,0
2002,A3871E2A67AEWA,0
2003,A3871E2A67AEWA,1
2000,A3871E2A67AEWA,0
2001,A3871E2A67AEWA,1
2019,A3871E2A67AEWA,0
2018,A3871E2A67AEWA,0
2004,A3871E2A67AEWA,0
2005,A3871E2A67AEWA,1
2015,A3871E2A67AEWA,1
2014,A3871E2A67AEWA,0
2017,A3871E2A67AEWA,1
2016,A3871E2A67AEWA,1
2011,A3871E2A67AEWA,0
2010,A3871E2A67AEWA,0
2013,A3871E2A67AEWA,0
2012,A3871E2A67AEWA,0
2009,A396BEA7NCTDEW,1
2006,A396BEA7NCTDEW,1
2008,A396BEA7NCTDEW,1
2007,A396BEA7NCTDEW,0
2002,A396BEA7NCTDEW,1
2003,A396BEA7NCTDEW,1
2000,A396BEA7NCTDEW,1
2001,A396BEA7NCTDEW,1
2019,A396BEA7NCTDEW,0
2018,A396BEA7NCTDEW,0
2004,A396BEA7NCTDEW,0
2005,A396BEA7NCTDEW,0
2015,A396BEA7NCTDEW,1
2014,A396BEA7NCTDEW,1
2017,A396BEA7NCTDEW,1
2016,A396BEA7NCTDEW,1
2011,A396BEA7NCTDEW,0
2010,A396BEA7NCTDEW,1
2013,A396BEA7NCTDEW,0
2012,A396BEA7NCTDEW,0
2009,A1SRI5PDX6WB9B,1
2006,A1SRI5PDX6WB9B,1
2008,A1SRI5PDX6WB9B,0
2007,A1SRI5PDX6WB9B,0
2002,A1SRI5PDX6WB9B,1
2003,A1SRI5PDX6WB9B,1
2000,A1SRI5PDX6WB9B,1
2001,A1SRI5PDX6WB9B,1
2019,A1SRI5PDX6WB9B,0
2018,A1SRI5PDX6WB9B,0
2004,A1SRI5PDX6WB9B,1
2005,A1SRI5PDX6WB9B,0
2015,A1SRI5PDX6WB9B,1
2014,A1SRI5PDX6WB9B,1
2017,A1SRI5PDX6WB9B,1
2016,A1SRI5PDX6WB9B,1
2011,A1SRI5PDX6WB9B,0
2010,A1SRI5PDX6WB9B,1
2013,A1SRI5PDX6WB9B,0
2012,A1SRI5PDX6WB9B,0
2009,A3G6T12CCLQ5YU,1
2006,A3G6T12CCLQ5YU,1
2008,A3G6T12CCLQ5YU,0
2007,A3G6T12CCLQ5YU,0
2002,A3G6T12CCLQ5YU,1
2003,A3G6T12CCLQ5YU,0
2000,A3G6T12CCLQ5YU,1
2001,A3G6T12CCLQ5YU,0
2019,A3G6T12CCLQ5YU,0
2018,A3G6T12CCLQ5YU,1
2004,A3G6T12CCLQ5YU,1
2005,A3G6T12CCLQ5YU,1
2015,A3G6T12CCLQ5YU,1
2014,A3G6T12CCLQ5YU,0
2017,A3G6T12CCLQ5YU,1
2016,A3G6T12CCLQ5YU,1
2011,A3G6T12CCLQ5YU,1
2010,A3G6T12CCLQ5YU,1
2013,A3G6T12CCLQ5YU,0
2012,A3G6T12CCLQ5YU,1
2009,A28HCCZ4I9R8LL,1
2006,A28HCCZ4I9R8LL,1
2008,A28HCCZ4I9R8LL,1
2007,A28HCCZ4I9R8LL,0
2002,A28HCCZ4I9R8LL,1
2003,A28HCCZ4I9R8LL,1
2000,A28HCCZ4I9R8LL,1
2001,A28HCCZ4I9R8LL,1
2019,A28HCCZ4I9R8LL,0
2018,A28HCCZ4I9R8LL,1
2004,A28HCCZ4I9R8LL,0
2005,A28HCCZ4I9R8LL,0
2015,A28HCCZ4I9R8LL,1
2014,A28HCCZ4I9R8LL,1
2017,A28HCCZ4I9R8LL,1
2016,A28HCCZ4I9R8LL,1
2011,A28HCCZ4I9R8LL,0
2010,A28HCCZ4I9R8LL,1
2013,A28HCCZ4I9R8LL,0
2012,A28HCCZ4I9R8LL,0
2009,A2GO4IMROKOO2Q,1
2006,A2GO4IMROKOO2Q,1
2008,A2GO4IMROKOO2Q,1
2007,A2GO4IMROKOO2Q,0
2002,A2GO4IMROKOO2Q,1
2003,A2GO4IMROKOO2Q,1
2000,A2GO4IMROKOO2Q,1
2001,A2GO4IMROKOO2Q,0
2019,A2GO4IMROKOO2Q,0
2018,A2GO4IMROKOO2Q,0
2004,A2GO4IMROKOO2Q,1
2005,A2GO4IMROKOO2Q,0
2015,A2GO4IMROKOO2Q,1
2014,A2GO4IMROKOO2Q,1
2017,A2GO4IMROKOO2Q,1
2016,A2GO4IMROKOO2Q,1
2011,A2GO4IMROKOO2Q,0
2010,A2GO4IMROKOO2Q,1
2013,A2GO4IMROKOO2Q,0
2012,A2GO4IMROKOO2Q,0
2009,AY52II1OC5RZ1,0
2006,AY52II1OC5RZ1,1
2008,AY52II1OC5RZ1,0
2007,AY52II1OC5RZ1,0
2002,AY52II1OC5RZ1,1
2003,AY52II1OC5RZ1,1
2000,AY52II1OC5RZ1,0
2001,AY52II1OC5RZ1,1
2019,AY52II1OC5RZ1,0
2018,AY52II1OC5RZ1,0
2004,AY52II1OC5RZ1,0
2005,AY52II1OC5RZ1,0
2015,AY52II1OC5RZ1,1
2014,AY52II1OC5RZ1,1
2017,AY52II1OC5RZ1,1
2016,AY52II1OC5RZ1,1
2011,AY52II1OC5RZ1,0
2010,AY52II1OC5RZ1,1
2013,AY52II1OC5RZ1,0
2012,AY52II1OC5RZ1,0
2009,AN3TTXE4A29FI,1
2006,AN3TTXE4A29FI,1
2008,AN3TTXE4A29FI,1
2007,AN3TTXE4A29FI,0
2002,AN3TTXE4A29FI,1
2003,AN3TTXE4A29FI,1
2000,AN3TTXE4A29FI,0
2001,AN3TTXE4A29FI,1
2019,AN3TTXE4A29FI,0
2018,AN3TTXE4A29FI,0
2004,AN3TTXE4A29FI,0
2005,AN3TTXE4A29FI,0
2015,AN3TTXE4A29FI,1
2014,AN3TTXE4A29FI,1
2017,AN3TTXE4A29FI,1
2016,AN3TTXE4A29FI,1
2011,AN3TTXE4A29FI,0
2010,AN3TTXE4A29FI,1
2013,AN3TTXE4A29FI,0
2012,AN3TTXE4A29FI,0
2009,A1DXFMUVK5015A,0
2006,A1DXFMUVK5015A,1
2008,A1DXFMUVK5015A,0
2007,A1DXFMUVK5015A,0
2002,A1DXFMUVK5015A,0
2003,A1DXFMUVK5015A,1
2000,A1DXFMUVK5015A,0
2001,A1DXFMUVK5015A,0
2019,A1DXFMUVK5015A,0
2018,A1DXFMUVK5015A,1
2004,A1DXFMUVK5015A,0
2005,A1DXFMUVK5015A,0
2015,A1DXFMUVK5015A,0
2014,A1DXFMUVK5015A,0
2017,A1DXFMUVK5015A,1
2016,A1DXFMUVK5015A,1
2011,A1DXFMUVK5015A,0
2010,A1DXFMUVK5015A,0
2013,A1DXFMUVK5015A,0
2012,A1DXFMUVK5015A,0
2009,A2DIM099APN6L7,1
2006,A2DIM099APN6L7,0
2008,A2DIM099APN6L7,1
2007,A2DIM099APN6L7,1
2002,A2DIM099APN6L7,0
2003,A2DIM099APN6L7,1
2000,A2DIM099APN6L7,1
2001,A2DIM099APN6L7,1
2019,A2DIM099APN6L7,1
2018,A2DIM099APN6L7,1
2004,A2DIM099APN6L7,1
2005,A2DIM099APN6L7,1
2015,A2DIM099APN6L7,1
2014,A2DIM099APN6L7,1
2017,A2DIM099APN6L7,0
2016,A2DIM099APN6L7,1
2011,A2DIM099APN6L7,1
2010,A2DIM099APN6L7,1
2013,A2DIM099APN6L7,0
2012,A2DIM099APN6L7,0
2009,AJMWTFJTL8RLM,0
2006,AJMWTFJTL8RLM,1
2008,AJMWTFJTL8RLM,1
2007,AJMWTFJTL8RLM,0
2002,AJMWTFJTL8RLM,1
2003,AJMWTFJTL8RLM,1
2000,AJMWTFJTL8RLM,0
2001,AJMWTFJTL8RLM,1
2019,AJMWTFJTL8RLM,0
2018,AJMWTFJTL8RLM,0
2004,AJMWTFJTL8RLM,0
2005,AJMWTFJTL8RLM,0
2015,AJMWTFJTL8RLM,1
2014,AJMWTFJTL8RLM,1
2017,AJMWTFJTL8RLM,1
2016,AJMWTFJTL8RLM,1
2011,AJMWTFJTL8RLM,0
2010,AJMWTFJTL8RLM,1
2013,AJMWTFJTL8RLM,0
2012,AJMWTFJTL8RLM,0
2009,A2H1SXWWSQBT3D,1
2006,A2H1SXWWSQBT3D,1
2008,A2H1SXWWSQBT3D,1
2007,A2H1SXWWSQBT3D,0
2002,A2H1SXWWSQBT3D,1
2003,A2H1SXWWSQBT3D,1
2000,A2H1SXWWSQBT3D,1
2001,A2H1SXWWSQBT3D,0
2019,A2H1SXWWSQBT3D,0
2018,A2H1SXWWSQBT3D,0
2004,A2H1SXWWSQBT3D,0
2005,A2H1SXWWSQBT3D,0
2015,A2H1SXWWSQBT3D,1
2014,A2H1SXWWSQBT3D,1
2017,A2H1SXWWSQBT3D,1
2016,A2H1SXWWSQBT3D,1
2011,A2H1SXWWSQBT3D,0
2010,A2H1SXWWSQBT3D,1
2013,A2H1SXWWSQBT3D,0
2012,A2H1SXWWSQBT3D,0
2009,A1CO7S8BZUQROB,1
2006,A1CO7S8BZUQROB,1
2008,A1CO7S8BZUQROB,0
2007,A1CO7S8BZUQROB,0
2002,A1CO7S8BZUQROB,1
2003,A1CO7S8BZUQROB,1
2000,A1CO7S8BZUQROB,1
2001,A1CO7S8BZUQROB,1
2019,A1CO7S8BZUQROB,0
2018,A1CO7S8BZUQROB,1
2004,A1CO7S8BZUQROB,1
2005,A1CO7S8BZUQROB,0
2015,A1CO7S8BZUQROB,1
2014,A1CO7S8BZUQROB,1
2017,A1CO7S8BZUQROB,1
2016,A1CO7S8BZUQROB,1
2011,A1CO7S8BZUQROB,0
2010,A1CO7S8BZUQROB,0
2013,A1CO7S8BZUQROB,0
2012,A1CO7S8BZUQROB,0
2009,A382SL9ROIY1P6,0
2006,A382SL9ROIY1P6,1
2008,A382SL9ROIY1P6,0
2007,A382SL9ROIY1P6,0
2002,A382SL9ROIY1P6,0
2003,A382SL9ROIY1P6,0
2000,A382SL9ROIY1P6,1
2001,A382SL9ROIY1P6,1
2019,A382SL9ROIY1P6,0
2018,A382SL9ROIY1P6,0
2004,A382SL9ROIY1P6,1
2005,A382SL9ROIY1P6,0
2015,A382SL9ROIY1P6,0
2014,A382SL9ROIY1P6,1
2017,A382SL9ROIY1P6,1
2016,A382SL9ROIY1P6,1
2011,A382SL9ROIY1P6,0
2010,A382SL9ROIY1P6,0
2013,A382SL9ROIY1P6,0
2012,A382SL9ROIY1P6,0
2009,ASXM3V38FLUB8,1
2006,ASXM3V38FLUB8,1
2008,ASXM3V38FLUB8,1
2007,ASXM3V38FLUB8,0
2002,ASXM3V38FLUB8,1
2003,ASXM3V38FLUB8,1
2000,ASXM3V38FLUB8,0
2001,ASXM3V38FLUB8,0
2019,ASXM3V38FLUB8,0
2018,ASXM3V38FLUB8,0
2004,ASXM3V38FLUB8,0
2005,ASXM3V38FLUB8,0
2015,ASXM3V38FLUB8,1
2014,ASXM3V38FLUB8,1
2017,ASXM3V38FLUB8,1
2016,ASXM3V38FLUB8,1
2011,ASXM3V38FLUB8,0
2010,ASXM3V38FLUB8,1
2013,ASXM3V38FLUB8,0
2012,ASXM3V38FLUB8,0
2009,A38EIJ4VOJH3YO,1
2006,A38EIJ4VOJH3YO,1
2008,A38EIJ4VOJH3YO,1
2007,A38EIJ4VOJH3YO,0
2002,A38EIJ4VOJH3YO,1
2003,A38EIJ4VOJH3YO,1
2000,A38EIJ4VOJH3YO,1
2001,A38EIJ4VOJH3YO,0
2019,A38EIJ4VOJH3YO,0
2018,A38EIJ4VOJH3YO,0
2004,A38EIJ4VOJH3YO,1
2005,A38EIJ4VOJH3YO,0
2015,A38EIJ4VOJH3YO,1
2014,A38EIJ4VOJH3YO,1
2017,A38EIJ4VOJH3YO,1
2016,A38EIJ4VOJH3YO,1
2011,A38EIJ4VOJH3YO,0
2010,A38EIJ4VOJH3YO,1
2013,A38EIJ4VOJH3YO,0
2012,A38EIJ4VOJH3YO,0
2009,A3ELLEKJ287JZZ,1
2006,A3ELLEKJ287JZZ,1
2008,A3ELLEKJ287JZZ,1
2007,A3ELLEKJ287JZZ,0
2002,A3ELLEKJ287JZZ,1
2003,A3ELLEKJ287JZZ,1
2000,A3ELLEKJ287JZZ,1
2001,A3ELLEKJ287JZZ,1
2019,A3ELLEKJ287JZZ,0
2018,A3ELLEKJ287JZZ,0
2004,A3ELLEKJ287JZZ,0
2005,A3ELLEKJ287JZZ,0
2015,A3ELLEKJ287JZZ,1
2014,A3ELLEKJ287JZZ,1
2017,A3ELLEKJ287JZZ,1
2016,A3ELLEKJ287JZZ,1
2011,A3ELLEKJ287JZZ,0
2010,A3ELLEKJ287JZZ,1
2013,A3ELLEKJ287JZZ,0
2012,A3ELLEKJ287JZZ,0
2009,A1P02JFXRXG5V,1
2006,A1P02JFXRXG5V,1
2008,A1P02JFXRXG5V,1
2007,A1P02JFXRXG5V,1
2002,A1P02JFXRXG5V,1
2003,A1P02JFXRXG5V,1
2000,A1P02JFXRXG5V,1
2001,A1P02JFXRXG5V,1
2019,A1P02JFXRXG5V,1
2018,A1P02JFXRXG5V,1
2004,A1P02JFXRXG5V,1
2005,A1P02JFXRXG5V,1
2015,A1P02JFXRXG5V,1
2014,A1P02JFXRXG5V,1
2017,A1P02JFXRXG5V,1
2016,A1P02JFXRXG5V,1
2011,A1P02JFXRXG5V,1
2010,A1P02JFXRXG5V,1
2013,A1P02JFXRXG5V,1
